,New_ID,genre_ids,ID_Filme,original_language,popularity,release_date,title,vote_count,ano,imdb_id,revenue,runtime,actors_popularity,directors_popularity,type,contentRating,imDbRating,metacriticRating,awards
22128873,16201,[35],964407,it,0.6000000000000001,2007-06-13,Italian Dream,0,2007,tt1068823,0.0,97.0,6.0,,Movie,,6.1,,
22128895,16202,[],964273,de,0.6000000000000001,2007-11-01,You Enter Germany,1,2007,,0.0,0.0,,,,,,,
22130195,16203,[28],964256,or,0.6000000000000001,2007-10-18,Kalishankar,0,2007,tt1409107,0.0,145.0,8.0,,Movie,,3.8,,
22130207,16204,[28],964179,bn,1.462,2007-10-11,Tiger,0,2007,tt5465496,0.0,130.0,9.0,,Movie,Not Rated,6.5,,
22130212,16205,[28],964175,bn,0.6000000000000001,2007-04-12,Tulkalam,0,2007,tt6163328,0.0,125.0,8.0,,Movie,Not Rated,5.5,,
22130219,16206,[99],963907,fr,0.6000000000000001,2007-04-01,Why We Can't See Each Other Outside When the Sun is Shining,0,2007,tt2293045,0.0,49.0,,,Movie,,,,
22130220,16207,[18],963773,fr,0.6000000000000001,2007-03-31,Dans l'obscurité,0,2007,,0.0,3.0,,,,,,,
22131520,16208,"[28, 80]",963677,en,1.4,2007-04-01,Karim,0,2007,tt1141653,0.0,11.0,,,Movie,,4,,
22131522,16209,[18],963590,en,0.6000000000000001,2007-04-01,At the Suicide of the Last Jew in the World in the Last Cinema in the World,0,2007,tt14148306,0.0,4.0,,7.0,Movie,,6.6,,
22131524,16210,"[10402, 10770]",963531,it,0.6000000000000001,2007-04-01,Torvaldo e Dorliska,0,2007,tt1517492,0.0,157.0,,,Movie,,,,
22131525,16211,[],963463,en,0.6000000000000001,2007-04-16,Cromosonics,0,2007,,0.0,16.0,,0.0,,,,,
22132825,16212,[],963051,en,0.6000000000000001,2007-10-09,VeggieTales: The Wonderful World of Ha's,0,2007,,0.0,47.0,,,,,,,
22134125,16213,[99],962919,en,0.6000000000000001,2007-09-30,Channel 4 at 25,0,2007,tt1118502,0.0,101.0,7.0,,Movie,,7.8,,
22134135,16214,[99],962853,bo,0.6000000000000001,2007-06-14,Fate of the Lhapa,0,2007,tt1042883,0.0,63.0,,,Movie,,8.1,,"Awards, 2 wins"
22134137,16215,"[16, 35, 10749]",962828,ja,0.6000000000000001,2007-12-08,Kaede New Town,0,2007,tt13298986,0.0,28.0,,,Movie,,,,
22134139,16216,[10751],962461,bn,0.6000000000000001,2007-06-28,Pitribhumi,0,2007,tt3336696,0.0,153.0,8.0,,Movie,,7.2,,
22134146,16217,[99],962335,en,0.6000000000000001,2007-12-05,Atchafalaya Houseboat,0,2007,,0.0,27.0,0.0,,,,,,
22135446,16218,[],961964,en,0.6000000000000001,2007-01-01,Hollywood Housewives,0,2007,,0.0,89.0,0.0,,,,,,
22139346,16219,[],961948,en,0.6000000000000001,2007-01-21,Invisible,0,2007,tt1337643,0.0,63.0,,,Movie,,8,,
22139348,16220,[],961942,en,0.6000000000000001,2007-05-19,Mac and Roe,0,2007,tt1418184,0.0,0.0,,,Movie,,7.4,,
22139350,16221,[],961148,en,0.6000000000000001,2007-01-01,Latent Light Excavations,0,2007,,0.0,76.0,,,,,,,
22140650,16222,"[878, 16]",960625,fr,0.6000000000000001,2007-01-01,Replay,0,2007,,0.0,9.0,1.0,,,,,,
22144550,16223,[99],960162,en,0.6000000000000001,2007-09-30,Try This At Home,1,2007,,0.0,33.0,,,,,,,
22145850,16224,[],959599,en,0.6000000000000001,2007-01-13,The First Emperor,0,2007,,0.0,177.0,2.0,,,,,,
22149750,16225,[16],959537,en,0.6000000000000001,2007-01-01,The Last Circus,0,2007,,0.0,17.0,,,,,,,
22151050,16226,[16],959430,ja,0.6000000000000001,2007-08-18,大ちゃん、だいすき,0,2007,tt1927007,0.0,0.0,3.0,,,,,,
22151051,16227,[28],958600,es,0.6000000000000001,2007-01-01,Narcochinos: Coopelas o cuellos,0,2007,,0.0,0.0,0.0,,,,,,
22153651,16228,[],958563,en,0.6000000000000001,2007-01-01,Burren,0,2007,,0.0,12.0,,,,,,,
22154951,16229,[18],957980,pl,0.6000000000000001,2007-12-31,Wstyd,0,2007,tt1095041,0.0,54.0,,,Movie,,4.8,,
22154953,16230,[18],957972,pl,0.6000000000000001,2007-01-01,Teczka,0,2007,,0.0,30.0,,,,,,,
22156253,16231,[18],957971,pl,0.6000000000000001,2007-01-01,Pamiętasz mnie?,0,2007,tt1171705,0.0,70.0,,,Movie,,5.4,,
22156255,16232,[],957843,es,0.6000000000000001,2007-01-01,Perfidia,0,2007,,0.0,0.0,6.0,,,,,,
22166655,16233,[],957190,en,0.6000000000000001,2007-02-20,Puccini [1953],0,2007,,0.0,0.0,,,,,,,
22167955,16234,[18],956975,fr,0.6000000000000001,2007-01-26,Be a Good Girl,0,2007,tt2009427,0.0,0.0,0.0,,Movie,,,,
22167957,16235,[27],956760,ja,0.6000000000000001,2007-01-01,Derenai,0,2007,,0.0,60.0,,,,,,,
22169257,16236,[],956652,zh,0.6000000000000001,2007-01-01,女神捕之心鬼难防,0,2007,,0.0,0.0,,,,,,,
22170557,16237,[],956650,zh,0.6000000000000001,2007-01-01,Super Woman Caputor: The Extreme,0,2007,,0.0,95.0,,,,,,,
22171857,16238,[],956647,zh,0.6000000000000001,2007-01-01,女神捕之杀手无名,0,2007,,0.0,0.0,,,,,,,
22173157,16239,[],956646,zh,0.6000000000000001,2007-01-01,女神捕之孽缘,0,2007,,0.0,0.0,,,,,,,
22174457,16240,[],956644,zh,0.6000000000000001,2007-01-01,女神捕之铁证,0,2007,,0.0,0.0,,,,,,,
22175757,16241,"[18, 28, 80, 53]",155,en,85.538,2008-07-14,The Dark Knight,27543,2008,tt0468569,1004558444.0,152.0,371.0,0.0,Movie,PG-13,9,84,Top rated movie #4 | Won 2 Oscars159 wins & 163 nominations total
22175891,16242,"[12, 28]",217,en,34.602,2008-05-21,Indiana Jones and the Kingdom of the Crystal Skull,6709,2008,tt0367882,786636033.0,122.0,160.0,2.0,Movie,PG-13,6.1,65,Nominated for 1 BAFTA Film Award10 wins & 42 nominations total
22175973,16243,"[28, 12, 16, 10751, 35]",9502,en,87.063,2008-06-04,Kung Fu Panda,9333,2008,tt0441773,631744560.0,90.0,203.0,2.0,Movie,PG,7.6,74,Nominated for 1 Oscar14 wins & 39 nominations total
22175999,16244,"[14, 28]",8960,en,112.14,2008-07-01,Hancock,8112,2008,tt0448157,629443428.0,92.0,134.0,12.0,Movie,PG-13,6.4,49,4 wins & 14 nominations
22176044,16245,"[35, 10749]",11631,en,36.774,2008-07-02,Mamma Mia!,5453,2008,tt0795421,609841637.0,108.0,147.0,0.0,Movie,PG-13,6.4,51,Nominated for 3 BAFTA Film Awards15 wins & 25 nominations total
22176128,16246,"[10751, 12, 16, 35]",10527,en,59.834,2008-10-30,Madagascar: Escape 2 Africa,5736,2008,tt0479952,603900354.0,89.0,173.0,1.0,Movie,PG,6.6,61,4 wins & 11 nominations
22176173,16247,"[12, 28, 53, 80]",10764,en,33.275,2008-10-31,Quantum of Solace,6571,2008,tt0830515,589580482.0,106.0,186.0,18.0,Movie,PG-13,6.6,58,Nominated for 2 BAFTA Film Awards4 wins & 32 nominations total
22176205,16248,"[28, 878, 12]",1726,en,126.567,2008-04-30,Iron Man,22722,2008,tt0371746,585174222.0,126.0,215.0,,Movie,PG-13,7.9,79,Nominated for 2 Oscars21 wins & 73 nominations total
22176280,16249,"[16, 10751, 878]",10681,en,67.673,2008-06-22,WALL·E,15690,2008,tt0910970,521311860.0,98.0,98.0,,Movie,G,8.4,95,Top rated movie #62 | Won 1 Oscar94 wins & 95 nominations total
22176309,16250,"[12, 10751, 14]",2454,en,69.15,2008-05-15,The Chronicles of Narnia: Prince Caspian,5311,2008,tt0499448,419665568.0,150.0,179.0,,Movie,PG,6.5,62,2 wins & 21 nominations
22176359,16251,"[35, 18, 10749]",4564,en,85.226,2008-05-12,Sex and the City,1795,2008,tt1000774,415252786.0,145.0,170.0,,Movie,R,5.7,53,2 wins & 12 nominations
22176423,16252,"[12, 28, 14]",1735,en,38.854,2008-07-01,The Mummy: Tomb of the Dragon Emperor,3699,2008,tt0859163,403449830.0,112.0,204.0,0.0,Movie,PG-13,5.2,31,2 wins & 6 nominations
22176473,16253,"[14, 18, 10749]",8966,en,109.982,2008-11-20,Twilight,11518,2008,tt1099212,393616788.0,122.0,270.0,,Movie,PG-13,5.2,56,32 wins & 16 nominations
22176520,16254,"[18, 10749]",12405,en,29.671,2008-11-12,Slumdog Millionaire,8982,2008,tt1010048,378410542.0,120.0,42.0,,Movie,R,8,84,Won 8 Oscars153 wins & 133 nominations total
22176609,16255,"[28, 53, 80]",8909,en,28.008,2008-06-19,Wanted,5978,2008,tt0493464,342463063.0,110.0,162.0,,Movie,R,6.7,64,Nominated for 2 Oscars4 wins & 25 nominations total
22176627,16256,"[18, 14, 10749]",4922,en,37.771,2008-12-25,The Curious Case of Benjamin Button,10705,2008,tt0421715,333932083.0,166.0,232.0,0.0,Movie,PG-13,7.8,70,Won 3 Oscars83 wins & 160 nominations total
22176743,16257,"[16, 10751, 12, 35]",13053,en,61.274,2008-11-21,Bolt,5015,2008,tt0397892,309979994.0,98.0,206.0,2.0,Movie,PG,6.8,67,"Nominated for 1 Oscar, 1 win & 32 nominations total"
22176835,16258,"[16, 35, 10751, 12, 14]",12222,en,37.024,2008-03-03,Horton Hears a Who!,2717,2008,tt0451079,298572799.0,86.0,348.0,,Movie,G,6.8,71,1 win & 18 nominations
22176889,16259,[18],13223,en,20.095,2008-12-09,Gran Torino,8977,2008,tt1205489,269958228.0,116.0,83.0,,Movie,R,8.1,72,"Top rated movie #168 | Awards, 21 wins & 22 nominations"
22176987,16260,"[12, 28, 18, 14]",7840,en,25.132,2008-02-22,"10,000 BC",2454,2008,tt0443649,269784201.0,109.0,72.0,,Movie,PG-13,5.1,34,
22177029,16261,"[35, 10749, 18, 10751, 10402]",11887,en,28.909,2008-10-11,High School Musical 3: Senior Year,3086,2008,tt0962726,252909177.0,117.0,125.0,,Movie,G,4.9,57,8 wins & 9 nominations
22177109,16262,"[28, 12, 18, 10752]",12289,zh,14.273,2008-07-10,Red Cliff,634,2008,tt0425637,250100000.0,146.0,75.0,,Movie,R,7.4,73,14 wins & 44 nominations
22177167,16263,"[35, 18, 10749]",8265,fr,14.554,2008-02-20,Welcome to the Sticks,2076,2008,tt1064932,245144417.0,106.0,26.0,0.0,Movie,Not Rated,7.1,,5 wins & 9 nominations
22177223,16264,"[35, 10751]",14306,en,48.985,2008-12-25,Marley & Me,3957,2008,tt0822832,242717113.0,115.0,159.0,1.0,Movie,PG,7.1,53,2 wins & 4 nominations
22177295,16265,"[18, 878, 53]",10200,en,21.883,2008-12-10,The Day the Earth Stood Still,2756,2008,tt0970416,233093859.0,104.0,301.0,,Movie,PG-13,5.5,40,2 wins & 5 nominations
22177433,16266,"[28, 35, 53]",11665,en,14.459,2008-06-19,Get Smart,2955,2008,tt0425061,230685453.0,110.0,284.0,,Movie,PG-13,6.5,54,3 wins & 6 nominations
22177623,16267,"[28, 53]",8681,en,71.585,2008-02-18,Taken,9482,2008,tt0936501,226830568.0,94.0,150.0,,Movie,PG-13,7.8,51,2 wins & 2 nominations
22177695,16268,"[35, 10749]",10201,en,59.891,2008-12-09,Yes Man,5651,2008,tt1068680,223241637.0,104.0,183.0,,Movie,PG-13,6.8,46,3 wins & 9 nominations
22177833,16269,"[28, 12, 878]",8247,en,27.2,2008-02-13,Jumper,4795,2008,tt0489099,222231186.0,88.0,164.0,,Movie,PG-13,6.1,35,2 wins & 5 nominations
22177895,16270,"[35, 10749]",9029,en,29.711,2008-05-07,What Happens in Vegas,2530,2008,tt1033643,219375562.0,99.0,145.0,,Movie,PG-13,6.1,36,5 nominations
22178017,16271,"[14, 35, 10751, 10749]",10202,en,50.579,2008-12-24,Bedtime Stories,2392,2008,tt0960731,212874864.0,99.0,216.0,,Movie,PG,6,33,3 wins & 5 nominations
22178141,16272,"[12, 18, 10749]",6972,en,16.529,2008-11-18,Australia,1935,2008,tt0455824,211787511.0,165.0,125.0,,Movie,PG-13,6.6,53,Nominated for 1 Oscar12 wins & 37 nominations total
22178231,16273,"[35, 28]",10661,en,31.517,2008-06-05,You Don't Mess with the Zohan,3056,2008,tt0960144,204313400.0,113.0,247.0,,Movie,PG-13,5.5,54,2 wins & 2 nominations
22178593,16274,"[16, 14, 10751]",12429,ja,94.669,2008-07-19,Ponyo,3221,2008,tt0876563,202404009.0,100.0,33.0,,Movie,G,7.7,86,12 wins & 20 nominations
22178643,16275,"[18, 53, 36, 10752]",2253,en,18.465,2008-12-25,Valkyrie,2994,2008,tt0985699,200276000.0,121.0,229.0,,Movie,PG-13,7.1,56,3 wins & 11 nominations
22178711,16276,"[28, 35, 12, 10752]",7446,en,38.747,2008-08-09,Tropic Thunder,4916,2008,tt0942385,195702811.0,107.0,319.0,,Movie,R,7,71,Nominated for 1 Oscar10 wins & 47 nominations total
22178859,16277,"[9648, 53, 28]",13027,en,14.748,2008-09-25,Eagle Eye,2358,2008,tt1059786,178800000.0,118.0,212.0,,Movie,PG-13,6.6,43,3 wins & 8 nominations
22179039,16278,"[28, 53, 878]",7191,en,37.465,2008-01-15,Cloverfield,5860,2008,tt1060277,170764026.0,85.0,125.0,7.0,Movie,PG-13,7,64,5 wins & 34 nominations
22179141,16279,[18],11321,en,17.462,2008-12-18,Seven Pounds,5812,2008,tt0814314,168167691.0,123.0,140.0,,Movie,PG-13,7.6,36,4 wins & 7 nominations
22179179,16280,"[10751, 12, 14, 18]",8204,en,40.59,2008-02-14,The Spiderwick Chronicles,2162,2008,tt0416236,164170327.0,95.0,122.0,,Movie,PG,6.5,62,2 wins & 8 nominations
22179213,16281,"[35, 10749, 18]",12193,en,12.716,2008-11-26,Four Christmases,884,2008,tt0369436,163733697.0,88.0,204.0,,Movie,PG-13,5.7,41,1 win & 1 nomination
22179347,16282,"[35, 18]",4944,en,14.852,2008-09-05,Burn After Reading,3786,2008,tt0887883,163720069.0,96.0,184.0,,Movie,R,7,63,Nominated for 3 BAFTA Film Awards8 wins & 32 nominations total
22179473,16283,"[878, 28, 12]",1724,en,69.839,2008-06-12,The Incredible Hulk,9792,2008,tt0800080,163712074.0,114.0,201.0,,Movie,PG-13,6.6,61,1 win & 10 nominations
22179617,16284,"[53, 878]",8645,en,99.785,2008-06-11,The Happening,2799,2008,tt0949731,163403799.0,91.0,128.0,5.0,Movie,R,5,34,3 wins & 10 nominations
22179713,16285,"[28, 12, 9648, 14]",11253,en,24.673000000000002,2008-07-11,Hellboy II: The Golden Army,4315,2008,tt0411477,160388063.0,120.0,130.0,8.0,Movie,PG-13,7,78,Nominated for 1 Oscar5 wins & 35 nominations total
22179803,16286,"[35, 10749]",6557,en,15.578,2008-01-10,27 Dresses,2707,2008,tt0988595,160259319.0,111.0,150.0,,Movie,PG-13,6.1,47,5 wins & 3 nominations
22179865,16287,"[18, 80]",8065,en,52.841,2008-03-27,21,3867,2008,tt0478087,159808370.0,123.0,86.0,,Movie,PG-13,6.8,48,1 win & 5 nominations
22179947,16288,"[18, 28, 53, 80]",7461,en,13.951,2008-02-01,Vantage Point,1693,2008,tt0443274,151161491.0,90.0,179.0,,Movie,PG-13,6.6,40,2 wins & 2 nominations
22180005,16289,"[10402, 18, 10749]",8328,en,31.989,2008-02-14,Step Up 2: The Streets,1964,2008,tt1023481,150816700.0,98.0,76.0,,Movie,PG-13,6.2,50,2 wins & 3 nominations
22180035,16290,"[35, 10751, 12, 10749]",14405,en,64.706,2008-10-03,Beverly Hills Chihuahua,856,2008,tt1014775,149281606.0,91.0,187.0,,Movie,PG,3.8,41,3 wins & 6 nominations
22180103,16291,"[14, 12, 35, 10751]",2395,fr,13.463,2008-01-30,Astérix at the Olympic Games,1597,2008,tt0463872,132900000.0,116.0,85.0,,Movie,Not Rated,5.2,,
22180161,16292,[35],12133,en,18.654,2008-07-25,Step Brothers,2530,2008,tt0838283,128107642.0,98.0,156.0,5.0,Movie,R,6.9,51,3 wins & 2 nominations
22180249,16293,"[28, 12, 14]",1729,en,25.459,2008-04-18,The Forbidden Kingdom,1348,2008,tt0865556,127906624.0,104.0,97.0,,Movie,PG-13,6.6,57,5 nominations
22180281,16294,"[27, 53, 80]",11917,en,36.27,2008-10-23,Saw V,2712,2008,tt1132626,113864059.0,95.0,169.0,,Movie,R,5.8,20,1 win & 2 nominations
22180369,16295,"[28, 18, 53]",12113,en,16.151,2008-10-10,Body of Lies,2446,2008,tt0758774,113280098.0,128.0,173.0,,Movie,R,7.1,57,2 nominations
22180411,16296,"[28, 53]",7555,en,59.769,2008-01-24,Rambo,3045,2008,tt0462499,113244290.0,92.0,80.0,,Movie,R,7,46,1 win & 1 nomination
22180497,16297,"[80, 18, 9648]",3580,en,17.244,2008-01-30,Changeling,3442,2008,tt0824747,113020255.0,141.0,174.0,,Movie,R,7.7,63,Nominated for 3 Oscars14 wins & 55 nominations total
22180669,16298,"[10749, 35, 12]",8676,en,15.894,2008-02-07,Fool's Gold,1210,2008,tt0770752,111231041.0,112.0,70.0,,Movie,PG-13,5.7,29,5 nominations
22180709,16299,"[28, 12, 53, 80]",13387,en,42.933,2008-11-26,Transporter 3,2748,2008,tt1129442,108979549.0,104.0,106.0,,Movie,PG-13,6.1,51,2 nominations
22180787,16300,"[18, 10749]",8055,en,24.702,2008-01-02,The Reader,2436,2008,tt0976051,108902486.0,124.0,105.0,,Movie,R,7.6,58,Won 1 Oscar26 wins & 48 nominations total
22180843,16301,"[35, 10749]",10761,en,14.505,2008-04-30,Made of Honor,1394,2008,tt0866439,106407672.0,101.0,131.0,4.0,Movie,PG-13,5.9,37,1 win & 1 nomination
22180887,16302,"[35, 10749, 18]",9870,en,19.263,2008-04-17,Forgetting Sarah Marshall,2810,2008,tt0800039,105173115.0,111.0,190.0,,Movie,R,7.1,67,4 wins & 19 nominations
22180957,16303,"[28, 878, 12, 35, 10751]",88751,en,27.616,2008-07-10,Journey to the Center of the Earth,4045,2008,tt0373051,101702060.0,93.0,45.0,,Movie,PG,5.8,57,"Awards, 3 wins & 4 nominations"
22180977,16304,"[28, 35, 80]",10189,en,18.408,2008-08-06,Pineapple Express,3064,2008,tt0910936,101624843.0,111.0,206.0,,Movie,R,6.9,64,2 wins & 15 nominations
22181061,16305,"[12, 35, 10751, 14]",10488,en,10.15,2008-04-03,Nim's Island,977,2008,tt0410377,100076342.0,96.0,64.0,,Movie,PG,6,55,2 wins & 3 nominations
22181111,16306,"[18, 10749]",5038,en,13.737,2008-08-15,Vicky Cristina Barcelona,3130,2008,tt0497465,96408652.0,96.0,204.0,,Movie,PG-13,7.1,70,Won 1 Oscar32 wins & 54 nominations total
22181157,16307,"[10751, 28, 12, 35]",7459,en,21.431,2008-05-07,Speed Racer,1204,2008,tt0811080,93945766.0,135.0,194.0,,Movie,PG,6,37,1 win & 12 nominations
22181319,16308,[35],15373,en,33.148,2008-11-07,Role Models,1493,2008,tt0430922,92380927.0,99.0,169.0,,Movie,R,6.8,61,1 win & 4 nominations
22181377,16309,"[12, 16, 10751]",10199,en,21.914,2008-12-18,The Tale of Despereaux,730,2008,tt0420238,86947965.0,93.0,179.0,2.0,Movie,G,6.1,53,1 win & 8 nominations
22181415,16310,[35],7278,en,27.197,2008-01-24,Meet the Spartans,1324,2008,tt1073498,85897593.0,84.0,105.0,,Movie,PG-13,2.8,9,6 nominations
22181479,16311,"[80, 28, 18, 53]",13051,en,12.054,2008-10-15,Max Payne,1678,2008,tt0467197,85416905.0,100.0,170.0,,Movie,PG-13,5.3,31,1 nomination
22181575,16312,"[18, 10749]",14326,en,12.652,2008-09-26,Nights in Rodanthe,505,2008,tt0956038,84375061.0,97.0,205.0,,Movie,PG-13,6,39,1 nomination
22181627,16313,"[53, 27, 9648]",10665,en,24.788,2008-05-29,The Strangers,1906,2008,tt0482606,82391145.0,86.0,39.0,,Movie,R,6.2,47,1 win & 15 nominations
22181643,16314,"[28, 80, 18, 53]",13389,en,11.236,2008-09-11,Righteous Kill,996,2008,tt1034331,79498846.0,101.0,137.0,,Movie,R,6,36,1 win & 2 nominations
22181707,16315,"[18, 10749]",12184,en,22.887,2008-02-28,The Other Boleyn Girl,1685,2008,tt0467200,78269970.0,115.0,239.0,,Movie,PG-13,6.7,50,3 nominations
22181767,16316,"[28, 53, 878]",10483,en,31.123,2008-08-22,Death Race,3064,2008,tt0452608,76014335.0,105.0,170.0,,Movie,R,6.3,43,1 win & 5 nominations
22181835,16317,"[28, 10749, 53]",14070,hi,9.398,2008-12-25,Ghajini,306,2008,tt1166100,76000000.0,186.0,22.0,,Movie,Not Rated,7.4,,12 wins & 18 nominations
22181857,16318,"[18, 10749]",4148,en,30.691,2008-12-19,Revolutionary Road,3180,2008,tt0959337,75981180.0,119.0,149.0,,Movie,R,7.3,69,Nominated for 3 Oscars20 wins & 73 nominations total
22181899,16319,"[27, 9648, 53, 18]",13515,en,22.282,2008-08-15,Mirrors,1461,2008,tt0790686,72436439.0,111.0,92.0,,Movie,R,6.1,35,2 nominations
22181959,16320,"[28, 12, 878, 53]",9381,en,13.654,2008-08-20,Babylon A.D.,1672,2008,tt0364970,72108608.0,101.0,189.0,,Movie,PG-13,5.6,26,1 nomination
22181997,16321,"[99, 10402]",253353,en,8.699,2008-02-01,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,70,2008,tt1127884,70642966.0,82.0,27.0,3.0,Movie,G,2.5,59,"Awards, 1 win"
22182019,16322,"[10749, 35]",12620,en,15.813,2008-08-22,The House Bunny,1619,2008,tt0852713,70442940.0,97.0,140.0,,Movie,PG-13,5.5,55,2 nominations
22182087,16323,[18],16804,ja,12.048,2008-09-13,Departures,622,2008,tt1069238,69932387.0,130.0,26.0,,Movie,PG-13,8.1,68,Won 1 Oscar40 wins & 12 nominations total
22182113,16324,"[18, 9648, 878, 53]",8836,en,16.771,2008-07-24,The X Files: I Want to Believe,1204,2008,tt0443701,69363381.0,104.0,115.0,,Movie,PG-13,5.9,47,
22182197,16325,"[16, 28, 878, 12]",12180,en,33.222,2008-08-05,Star Wars: The Clone Wars,1568,2008,tt1185834,68282844.0,98.0,78.0,,Movie,PG,6,35,2 nominations
22182227,16326,"[28, 80, 18, 53]",1266,en,17.615,2008-04-10,Street Kings,1101,2008,tt0421073,66476363.0,109.0,180.0,15.0,Movie,R,6.8,55,1 nomination
22182275,16327,"[53, 80, 18]",8848,en,20.459,2008-02-28,The Bank Job,1765,2008,tt0200465,64828421.0,112.0,131.0,,Movie,R,7.2,69,3 nominations
22182329,16328,"[16, 10751, 12, 35, 878]",11802,en,11.347,2008-06-25,Space Chimps,352,2008,tt0482603,64762724.0,81.0,147.0,,Movie,G,4.5,36,1 nomination
22182369,16329,[35],8780,en,8.935,2008-04-25,Baby Mama,538,2008,tt0871426,63833449.0,99.0,124.0,,Movie,PG-13,6,55,1 win & 5 nominations
22182409,16330,"[12, 10751, 14]",2309,en,29.696,2008-12-11,Inkheart,1795,2008,tt0494238,62803180.0,106.0,205.0,,Movie,PG,6.1,49,1 win
22182491,16331,"[18, 27, 53]",9030,en,18.786,2008-02-01,The Eye,825,2008,tt0406759,58010320.0,98.0,113.0,,Movie,PG-13,5.4,36,2 wins & 4 nominations
22182519,16332,"[35, 10749]",8390,en,13.744,2008-02-08,"Definitely, Maybe",2021,2008,tt0832266,55447968.0,112.0,151.0,,Movie,PG-13,7.1,59,1 win & 1 nomination
22182553,16333,"[36, 18]",10139,en,10.58,2008-11-05,Milk,1804,2008,tt1013753,54589558.0,128.0,168.0,,Movie,R,7.5,83,Won 2 Oscars66 wins & 145 nominations total
22182619,16334,"[9648, 53]",8090,en,10.599,2008-01-22,Untraceable,680,2008,tt0880578,52659594.0,101.0,85.0,,Movie,R,6.2,32,1 win
22182655,16335,"[35, 10751]",13493,en,11.282,2008-03-07,College Road Trip,331,2008,tt0997047,51549674.0,83.0,105.0,,Movie,G,4.4,36,1 nomination
22182695,16336,"[28, 18, 36, 10752]",13813,en,12.132,2008-12-31,Defiance,1430,2008,tt1034303,51155219.0,137.0,143.0,0.0,Movie,R,7.2,58,Nominated for 1 Oscar2 wins & 5 nominations total
22182841,16337,[18],14359,en,10.249,2008-02-27,Doubt,1389,2008,tt0918927,50907234.0,104.0,66.0,,Movie,PG-13,7.5,68,Nominated for 5 Oscars25 wins & 97 nominations total
22182925,16338,"[10751, 12]",14059,en,13.335,2008-02-05,Snow Buddies,214,2008,tt1079448,50802372.0,87.0,142.0,,Movie,G,5.2,,1 nomination
22183011,16339,"[35, 878, 12, 10751]",11260,en,18.406,2008-07-08,Meet Dave,1142,2008,tt0765476,50650079.0,90.0,101.0,,Movie,PG,5,43,2 wins & 3 nominations
22183047,16340,"[10751, 35, 18, 10749]",13972,en,9.185,2008-09-12,The Women,277,2008,tt0430770,50007546.0,114.0,114.0,,Movie,PG-13,5,27,4 wins & 4 nominations
22183113,16341,"[18, 53, 10752]",12162,en,16.66,2008-10-10,The Hurt Locker,4613,2008,tt0887912,49230772.0,131.0,124.0,,Movie,R,7.5,95,Won 6 Oscars125 wins & 130 nominations total
22183181,16342,"[35, 18, 10751, 14, 878]",13688,cn,57.043,2008-01-30,CJ7,483,2008,tt0940709,47301471.0,86.0,24.0,,Movie,PG,6.4,46,5 wins & 15 nominations
22183203,16343,"[27, 9648, 53]",6933,en,14.907,2008-01-04,One Missed Call,614,2008,tt0479968,45847751.0,87.0,119.0,0.0,Movie,PG-13,4,24,"Awards, 2 nominations"
22183323,16344,"[18, 10749]",12163,en,13.02,2008-09-07,The Wrestler,2921,2008,tt1125849,44734660.0,109.0,92.0,0.0,Movie,R,7.9,80,Nominated for 2 Oscars58 wins & 93 nominations total
22183533,16345,"[12, 35, 18, 10751]",10188,en,10.963,2008-08-06,The Sisterhood of the Traveling Pants 2,697,2008,tt1018785,44352417.0,117.0,160.0,,Movie,PG-13,6.2,63,1 nomination
22183589,16346,"[35, 18]",13490,en,15.312,2008-02-08,Welcome Home Roscoe Jenkins,209,2008,tt0494652,43650785.0,114.0,100.0,,Movie,PG-13,5.5,46,
22183623,16347,"[35, 12]",13335,en,15.36,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,1173,2008,tt0481536,43493123.0,107.0,126.0,,Movie,R,6.6,57,1 win & 1 nomination
22183681,16348,"[18, 36, 10749]",12783,en,11.337,2008-09-05,The Duchess,1426,2008,tt0864761,43306325.0,110.0,123.0,,Movie,PG-13,6.9,62,Won 1 Oscar8 wins & 21 nominations total
22183759,16349,"[10751, 12, 16, 14]",47292,ja,17.594,2008-07-19,Pokémon: Giratina and the Sky Warrior,188,2008,tt1160525,43300000.0,96.0,51.0,,Movie,Not Rated,6.1,,1 win
22183801,16350,"[28, 80, 53]",13184,en,13.728,2008-08-21,Bangkok Dangerous,836,2008,tt0814022,42487390.0,99.0,35.0,0.0,Movie,R,5.3,24,1 nomination
22183821,16351,[35],10358,en,93.477,2008-09-18,Zack and Miri Make a Porno,1881,2008,tt1007028,42105111.0,102.0,92.0,,Movie,R,6.5,56,2 wins & 4 nominations
22183863,16352,"[35, 18, 10749]",16710,en,5.63,2008-03-21,Meet the Browns,82,2008,tt1047494,41939392.0,100.0,45.0,,Movie,PG-13,4.5,45,3 nominations
22183897,16353,"[18, 28]",8456,en,38.624,2008-03-04,Never Back Down,1935,2008,tt1023111,41627431.0,115.0,105.0,,Movie,PG-13,6.6,39,1 win
22183939,16354,"[10749, 35]",13596,en,32.741,2008-09-19,My Best Friend's Girl,605,2008,tt1046163,41624687.0,101.0,116.0,0.0,Movie,R,5.9,34,1 nomination
